
-- Action --
+---------+------------+---------------------+--------------------+
| ID      | Activity   | Domain              | Type               |
| CANNOT CLOSE                            | Door opened                 | Door                   | Elevator Management |
| CANNOT CLOSE                            | Passenger open              | Door                   | Elevator Management |
| CANNOT CLOSE                            | Passenger close             | Door                   | Elevator Management |
| CANNOT CLOSE                            | Open delay canceled         | Door                   | Elevator Management |
| CANNOT CLOSE                            | Time to close               | Door                   | Elevator Management |
| CANNOT CLOSE                            | Hold released               | Door                   | Elevator Management |
| CANNOT CLOSE                            | Door closed                 | Door                   | Elevator Management |
| CANNOT CLOSE                            | Lock                        | Door                   | Elevator Management |
| CANNOT CLOSE                            | Unlock                      | Door                   | Elevator Management |
| CANNOT CLOSE                            | Door blocked                | Door                   | Elevator Management |
| CANNOT CLOSE                            | Keep trying                 | Door                   | Elevator Management |
| CANNOT CLOSE                            | Cannot close door           | Door                   | Elevator Management |
| WAITING FOR CABIN                       | Cabin arrived               | Floor Service          | Elevator Management |
| Check bank level type                   | Middle floor                | Floor Service          | Elevator Management |
| Check bank level type                   | Top bottom floor            | Floor Service          | Elevator Management |
| HOLDING SERVICE DIRECTION               | Cancel                      | Floor Service          | Elevator Management |
| WAITING FOR CABIN                       | Middle floor                | Floor Service          | Elevator Management |
| WAITING FOR CABIN                       | Cancel                      | Floor Service          | Elevator Management |
| WAITING FOR CABIN                       | Top bottom floor            | Floor Service          | Elevator Management |
| Check bank level type                   | Cabin arrived               | Floor Service          | Elevator Management |
| Check bank level type                   | Cancel                      | Floor Service          | Elevator Management |
| HOLDING SERVICE DIRECTION               | Cabin arrived               | Floor Service          | Elevator Management |
| HOLDING SERVICE DIRECTION               | Middle floor                | Floor Service          | Elevator Management |
| HOLDING SERVICE DIRECTION               | Top bottom floor            | Floor Service          | Elevator Management |
| COMPLETED                               | Cabin arrived               | Floor Service          | Elevator Management |
| COMPLETED                               | Middle floor                | Floor Service          | Elevator Management |
| COMPLETED                               | Cancel                      | Floor Service          | Elevator Management |
| COMPLETED                               | Top bottom floor            | Floor Service          | Elevator Management |
| NO TRANSFER                             | Service requested           | R53                    | Elevator Management |
| Search for new destination              | No destination              | R53                    | Elevator Management |
| Search for new destination              | Transfer created            | R53                    | Elevator Management |
| TRANSFER IN PROGRESS                    | Transfer completed          | R53                    | Elevator Management |
| TRANSFER IN PROGRESS                    | Service requested           | R53                    | Elevator Management |
| Search for alternate destination        | Dest change evaluated       | R53                    | Elevator Management |
| NO TRANSFER                             | No destination              | R53                    | Elevator Management |
| NO TRANSFER                             | Transfer created            | R53                    | Elevator Management |
| NO TRANSFER                             | Transfer completed          | R53                    | Elevator Management |
| NO TRANSFER                             | Dest change evaluated       | R53                    | Elevator Management |
| Search for new destination              | Service requested           | R53                    | Elevator Management |
| Search for new destination              | Transfer completed          | R53                    | Elevator Management |
| Search for new destination              | Dest change evaluated       | R53                    | Elevator Management |
| TRANSFER IN PROGRESS                    | No destination              | R53                    | Elevator Management |
| TRANSFER IN PROGRESS                    | Transfer created            | R53                    | Elevator Management |
| TRANSFER IN PROGRESS                    | Dest change evaluated       | R53                    | Elevator Management |
| Search for alternate destination        | Service requested           | R53                    | Elevator Management |
| Search for alternate destination        | No destination              | R53                    | Elevator Management |
| Search for alternate destination        | Transfer created            | R53                    | Elevator Management |
| Search for alternate destination        | Transfer completed          | R53                    | Elevator Management |
| WAITING FOR CALL                        | Floor requested             | Bank Level             | Elevator Management |
| WAITING FOR CALL                        | Clear floor request         | Bank Level             | Elevator Management |
| Select cabin                            | Cabin selected              | Bank Level             | Elevator Management |
| Clear request                           | Request cleared             | Bank Level             | Elevator Management |
| WAITING FOR CALL                        | Cabin selected              | Bank Level             | Elevator Management |
| WAITING FOR CALL                        | Request cleared             | Bank Level             | Elevator Management |
| Select cabin                            | Floor requested             | Bank Level             | Elevator Management |
| Select cabin                            | Clear floor request         | Bank Level             | Elevator Management |
| Select cabin                            | Request cleared             | Bank Level             | Elevator Management |
| Clear request                           | Floor requested             | Bank Level             | Elevator Management |
| Clear request                           | Cabin selected              | Bank Level             | Elevator Management |
| Clear request                           | Clear floor request         | Bank Level             | Elevator Management |
| Update location                         | Location updated            | Cabin                  | Elevator Management |
| Notify transfer                         | Transfer notified           | Cabin                  | Elevator Management |
| Request destination                     | Change requested            | Cabin                  | Elevator Management |
| READY TO GO                             | Take out of service         | Cabin                  | Elevator Management |
| READY TO GO                             | Go                          | Cabin                  | Elevator Management |
| SECURING DOORS                          | Doors secure                | Cabin                  | Elevator Management |
| SECURING DOORS                          | Take out of service         | Cabin                  | Elevator Management |
| Are we already there?                   | Prepare to move             | Cabin                  | Elevator Management |
| Are we already there?                   | Already there               | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | New transfer                | Cabin                  | Elevator Management |
| Set emergency stop                      | Arrived at floor            | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Cabin stopping              | Cabin                  | Elevator Management |
| MOVING                                  | Take out of service         | Cabin                  | Elevator Management |
| MOVING                                  | Arrived at floor            | Cabin                  | Elevator Management |
| MOVING                                  | Try redirect                | Cabin                  | Elevator Management |
| MOVING                                  | Destination update          | Cabin                  | Elevator Management |
| MOVING                                  | Transport unavailable       | Cabin                  | Elevator Management |
| MOVING                                  | Passing floor               | Cabin                  | Elevator Management |
| Requesting transport                    | Transport in progress       | Cabin                  | Elevator Management |
| Update location                         | Doors secure                | Cabin                  | Elevator Management |
| Update location                         | Prepare to move             | Cabin                  | Elevator Management |
| Update location                         | Already there               | Cabin                  | Elevator Management |
| Update location                         | New transfer                | Cabin                  | Elevator Management |
| Update location                         | Take out of service         | Cabin                  | Elevator Management |
| Update location                         | Arrived at floor            | Cabin                  | Elevator Management |
| Update location                         | Cabin stopping              | Cabin                  | Elevator Management |
| Update location                         | Change requested            | Cabin                  | Elevator Management |
| Update location                         | Try redirect                | Cabin                  | Elevator Management |
| Update location                         | Transport unavailable       | Cabin                  | Elevator Management |
| Update location                         | Transport in progress       | Cabin                  | Elevator Management |
| Update location                         | Go                          | Cabin                  | Elevator Management |
| Update location                         | Transfer notified           | Cabin                  | Elevator Management |
| Update location                         | Destination update          | Cabin                  | Elevator Management |
| Update location                         | Passing floor               | Cabin                  | Elevator Management |
| Notify transfer                         | Doors secure                | Cabin                  | Elevator Management |
| Notify transfer                         | Prepare to move             | Cabin                  | Elevator Management |
| Notify transfer                         | Already there               | Cabin                  | Elevator Management |
| Notify transfer                         | New transfer                | Cabin                  | Elevator Management |
| Notify transfer                         | Take out of service         | Cabin                  | Elevator Management |
| Notify transfer                         | Arrived at floor            | Cabin                  | Elevator Management |
| Notify transfer                         | Cabin stopping              | Cabin                  | Elevator Management |
| Notify transfer                         | Change requested            | Cabin                  | Elevator Management |
| Notify transfer                         | Try redirect                | Cabin                  | Elevator Management |
| Notify transfer                         | Transport unavailable       | Cabin                  | Elevator Management |
| Notify transfer                         | Transport in progress       | Cabin                  | Elevator Management |
| Notify transfer                         | Go                          | Cabin                  | Elevator Management |
| Notify transfer                         | Destination update          | Cabin                  | Elevator Management |
| Notify transfer                         | Passing floor               | Cabin                  | Elevator Management |
| Notify transfer                         | Location updated            | Cabin                  | Elevator Management |
| Request destination                     | Doors secure                | Cabin                  | Elevator Management |
| Request destination                     | Prepare to move             | Cabin                  | Elevator Management |
| Request destination                     | Already there               | Cabin                  | Elevator Management |
| Request destination                     | New transfer                | Cabin                  | Elevator Management |
| Request destination                     | Take out of service         | Cabin                  | Elevator Management |
| Request destination                     | Arrived at floor            | Cabin                  | Elevator Management |
| Request destination                     | Cabin stopping              | Cabin                  | Elevator Management |
| Request destination                     | Try redirect                | Cabin                  | Elevator Management |
| Request destination                     | Transport unavailable       | Cabin                  | Elevator Management |
| Request destination                     | Transport in progress       | Cabin                  | Elevator Management |
| Request destination                     | Go                          | Cabin                  | Elevator Management |
| Request destination                     | Transfer notified           | Cabin                  | Elevator Management |
| Request destination                     | Destination update          | Cabin                  | Elevator Management |
| Request destination                     | Passing floor               | Cabin                  | Elevator Management |
| Request destination                     | Location updated            | Cabin                  | Elevator Management |
| READY TO GO                             | Doors secure                | Cabin                  | Elevator Management |
| READY TO GO                             | Prepare to move             | Cabin                  | Elevator Management |
| READY TO GO                             | Already there               | Cabin                  | Elevator Management |
| READY TO GO                             | New transfer                | Cabin                  | Elevator Management |
| READY TO GO                             | Arrived at floor            | Cabin                  | Elevator Management |
| READY TO GO                             | Cabin stopping              | Cabin                  | Elevator Management |
| READY TO GO                             | Change requested            | Cabin                  | Elevator Management |
| READY TO GO                             | Try redirect                | Cabin                  | Elevator Management |
| READY TO GO                             | Transport unavailable       | Cabin                  | Elevator Management |
| READY TO GO                             | Transport in progress       | Cabin                  | Elevator Management |
| READY TO GO                             | Transfer notified           | Cabin                  | Elevator Management |
| READY TO GO                             | Destination update          | Cabin                  | Elevator Management |
| READY TO GO                             | Passing floor               | Cabin                  | Elevator Management |
| READY TO GO                             | Location updated            | Cabin                  | Elevator Management |
| SECURING DOORS                          | Prepare to move             | Cabin                  | Elevator Management |
| SECURING DOORS                          | Already there               | Cabin                  | Elevator Management |
| SECURING DOORS                          | New transfer                | Cabin                  | Elevator Management |
| SECURING DOORS                          | Arrived at floor            | Cabin                  | Elevator Management |
| SECURING DOORS                          | Cabin stopping              | Cabin                  | Elevator Management |
| SECURING DOORS                          | Change requested            | Cabin                  | Elevator Management |
| SECURING DOORS                          | Try redirect                | Cabin                  | Elevator Management |
| SECURING DOORS                          | Transport unavailable       | Cabin                  | Elevator Management |
| SECURING DOORS                          | Transport in progress       | Cabin                  | Elevator Management |
| SECURING DOORS                          | Go                          | Cabin                  | Elevator Management |
| SECURING DOORS                          | Transfer notified           | Cabin                  | Elevator Management |
| SECURING DOORS                          | Destination update          | Cabin                  | Elevator Management |
| SECURING DOORS                          | Passing floor               | Cabin                  | Elevator Management |
| SECURING DOORS                          | Location updated            | Cabin                  | Elevator Management |
| Are we already there?                   | Doors secure                | Cabin                  | Elevator Management |
| Are we already there?                   | New transfer                | Cabin                  | Elevator Management |
| Are we already there?                   | Take out of service         | Cabin                  | Elevator Management |
| Are we already there?                   | Arrived at floor            | Cabin                  | Elevator Management |
| Are we already there?                   | Cabin stopping              | Cabin                  | Elevator Management |
| Are we already there?                   | Change requested            | Cabin                  | Elevator Management |
| Are we already there?                   | Try redirect                | Cabin                  | Elevator Management |
| Are we already there?                   | Transport unavailable       | Cabin                  | Elevator Management |
| Are we already there?                   | Transport in progress       | Cabin                  | Elevator Management |
| Are we already there?                   | Go                          | Cabin                  | Elevator Management |
| Are we already there?                   | Transfer notified           | Cabin                  | Elevator Management |
| Are we already there?                   | Destination update          | Cabin                  | Elevator Management |
| Are we already there?                   | Passing floor               | Cabin                  | Elevator Management |
| Are we already there?                   | Location updated            | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Doors secure                | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Prepare to move             | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Already there               | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Take out of service         | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Arrived at floor            | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Cabin stopping              | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Change requested            | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Try redirect                | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Transport unavailable       | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Transport in progress       | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Go                          | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Transfer notified           | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Destination update          | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Passing floor               | Cabin                  | Elevator Management |
| PICKUP DROPOFF                          | Location updated            | Cabin                  | Elevator Management |
| Set emergency stop                      | Doors secure                | Cabin                  | Elevator Management |
| Set emergency stop                      | Prepare to move             | Cabin                  | Elevator Management |
| Set emergency stop                      | Already there               | Cabin                  | Elevator Management |
| Set emergency stop                      | New transfer                | Cabin                  | Elevator Management |
| Set emergency stop                      | Take out of service         | Cabin                  | Elevator Management |
| Set emergency stop                      | Cabin stopping              | Cabin                  | Elevator Management |
| Set emergency stop                      | Change requested            | Cabin                  | Elevator Management |
| Set emergency stop                      | Try redirect                | Cabin                  | Elevator Management |
| Set emergency stop                      | Transport unavailable       | Cabin                  | Elevator Management |
| Set emergency stop                      | Transport in progress       | Cabin                  | Elevator Management |
| Set emergency stop                      | Go                          | Cabin                  | Elevator Management |
| Set emergency stop                      | Transfer notified           | Cabin                  | Elevator Management |
| Set emergency stop                      | Destination update          | Cabin                  | Elevator Management |
| Set emergency stop                      | Passing floor               | Cabin                  | Elevator Management |
| Set emergency stop                      | Location updated            | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Doors secure                | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Prepare to move             | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Already there               | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | New transfer                | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Take out of service         | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Arrived at floor            | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Cabin stopping              | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Change requested            | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Try redirect                | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Transport unavailable       | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Transport in progress       | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Go                          | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Transfer notified           | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Destination update          | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Passing floor               | Cabin                  | Elevator Management |
| OUT OF SERVICE                          | Location updated            | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Doors secure                | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Prepare to move             | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Already there               | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | New transfer                | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Take out of service         | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Arrived at floor            | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Change requested            | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Try redirect                | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Transport unavailable       | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Transport in progress       | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Go                          | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Transfer notified           | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Destination update          | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Passing floor               | Cabin                  | Elevator Management |
| EMERGENCY BRAKING                       | Location updated            | Cabin                  | Elevator Management |
| MOVING                                  | Doors secure                | Cabin                  | Elevator Management |
| MOVING                                  | Prepare to move             | Cabin                  | Elevator Management |
| MOVING                                  | Already there               | Cabin                  | Elevator Management |
| MOVING                                  | New transfer                | Cabin                  | Elevator Management |
| MOVING                                  | Cabin stopping              | Cabin                  | Elevator Management |
| MOVING                                  | Change requested            | Cabin                  | Elevator Management |
| MOVING                                  | Transport in progress       | Cabin                  | Elevator Management |
| MOVING                                  | Go                          | Cabin                  | Elevator Management |
| MOVING                                  | Transfer notified           | Cabin                  | Elevator Management |
| MOVING                                  | Location updated            | Cabin                  | Elevator Management |
| Requesting transport                    | Doors secure                | Cabin                  | Elevator Management |
| Requesting transport                    | Prepare to move             | Cabin                  | Elevator Management |
| Requesting transport                    | Already there               | Cabin                  | Elevator Management |
| Requesting transport                    | New transfer                | Cabin                  | Elevator Management |
| Requesting transport                    | Take out of service         | Cabin                  | Elevator Management |
| Requesting transport                    | Arrived at floor            | Cabin                  | Elevator Management |
| Requesting transport                    | Cabin stopping              | Cabin                  | Elevator Management |
| Requesting transport                    | Change requested            | Cabin                  | Elevator Management |
| Requesting transport                    | Try redirect                | Cabin                  | Elevator Management |
| Requesting transport                    | Transport unavailable       | Cabin                  | Elevator Management |
| Requesting transport                    | Go                          | Cabin                  | Elevator Management |
| Requesting transport                    | Transfer notified           | Cabin                  | Elevator Management |
| Requesting transport                    | Destination update          | Cabin                  | Elevator Management |
| Requesting transport                    | Passing floor               | Cabin                  | Elevator Management |
| Requesting transport                    | Location updated            | Cabin                  | Elevator Management |
| NOT REQUESTED                           | Stop request                | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | Floor calling               | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Stop registered             | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Floor call registered       | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Wait for service            | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Stop request                | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Floor calling               | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Stop serviced               | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Serviced floor request      | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Opposite floor call pending | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | All requests cleared        | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Check stop request          | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | All requests cleared        | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | Floor call registered       | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | Stop registered             | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | Wait for service            | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | Opposite floor call pending | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | Stop serviced               | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | Serviced floor request      | Accessible Shaft Level | Elevator Management |
| NOT REQUESTED                           | Check stop request          | Accessible Shaft Level | Elevator Management |
| Registering stop                        | All requests cleared        | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Stop request                | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Floor calling               | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Floor call registered       | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Wait for service            | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Opposite floor call pending | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Stop serviced               | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Serviced floor request      | Accessible Shaft Level | Elevator Management |
| Registering stop                        | Check stop request          | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | All requests cleared        | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Stop request                | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Floor calling               | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Stop registered             | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Wait for service            | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Opposite floor call pending | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Stop serviced               | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Serviced floor request      | Accessible Shaft Level | Elevator Management |
| Registering floor call                  | Check stop request          | Accessible Shaft Level | Elevator Management |
| Requesting service                      | All requests cleared        | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Stop request                | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Floor calling               | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Floor call registered       | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Stop registered             | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Opposite floor call pending | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Stop serviced               | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Serviced floor request      | Accessible Shaft Level | Elevator Management |
| Requesting service                      | Check stop request          | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | All requests cleared        | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Floor call registered       | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Stop registered             | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Wait for service            | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Opposite floor call pending | Accessible Shaft Level | Elevator Management |
| REQUESTED                               | Check stop request          | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Stop request                | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Floor calling               | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Floor call registered       | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Stop registered             | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Wait for service            | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Stop serviced               | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Serviced floor request      | Accessible Shaft Level | Elevator Management |
| Clear stop request                      | Check stop request          | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | All requests cleared        | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Stop request                | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Floor calling               | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Floor call registered       | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Stop registered             | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Wait for service            | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Opposite floor call pending | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Stop serviced               | Accessible Shaft Level | Elevator Management |
| Clear floor request                     | Serviced floor request      | Accessible Shaft Level | Elevator Management |
| _initial                                | Execute                     | Transfer               | Elevator Management |
| _initial                                | Dest change request         | Transfer               | Elevator Management |
| _initial                                | Ready to go                 | Transfer               | Elevator Management |
| _initial                                | Cabin dispatched            | Transfer               | Elevator Management |
| _initial                                | Stationary update           | Transfer               | Elevator Management |
| _initial                                | Redirect requested          | Transfer               | Elevator Management |
| _initial                                | Cabin redirected            | Transfer               | Elevator Management |
| _initial                                | Update in motion            | Transfer               | Elevator Management |
| _initial                                | Cabin at destination        | Transfer               | Elevator Management |
| _initial                                | Reversal checked            | Transfer               | Elevator Management |
| _initial                                | Call in progress            | Transfer               | Elevator Management |
| _initial                                | Wait to clear               | Transfer               | Elevator Management |
| _initial                                | Requests cleared            | Transfer               | Elevator Management |
| _initial                                | Door closed                 | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Ready to go                 | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Dest change request         | Transfer               | Elevator Management |
| Changing destination before cabin moves | Stationary update           | Transfer               | Elevator Management |
| Dispatching cabin                       | Cabin dispatched            | Transfer               | Elevator Management |
| CABIN IN MOTION                         | Dest change request         | Transfer               | Elevator Management |
| CABIN IN MOTION                         | Cabin redirected            | Transfer               | Elevator Management |
| CABIN IN MOTION                         | Cabin at destination        | Transfer               | Elevator Management |
| Request redirect                        | Redirect requested          | Transfer               | Elevator Management |
| Match new destination of cabin          | Update in motion            | Transfer               | Elevator Management |
| Check for cabin reversal                | Reversal checked            | Transfer               | Elevator Management |
| Check for active floor service          | Call in progress            | Transfer               | Elevator Management |
| Check for active floor service          | Wait to clear               | Transfer               | Elevator Management |
| CALL IN PROGRESS                        | Door closed                 | Transfer               | Elevator Management |
| Canceling floor service                 | Wait to clear               | Transfer               | Elevator Management |
| WAITING FOR REQUESTS TO CLEAR           | Requests cleared            | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Execute                     | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Cabin dispatched            | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Stationary update           | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Redirect requested          | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Cabin redirected            | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Update in motion            | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Cabin at destination        | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Reversal checked            | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Call in progress            | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Wait to clear               | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Requests cleared            | Transfer               | Elevator Management |
| WAITING FOR CABIN                       | Door closed                 | Transfer               | Elevator Management |
| Changing destination before cabin moves | Execute                     | Transfer               | Elevator Management |
| Changing destination before cabin moves | Dest change request         | Transfer               | Elevator Management |
| Changing destination before cabin moves | Ready to go                 | Transfer               | Elevator Management |
| Changing destination before cabin moves | Cabin dispatched            | Transfer               | Elevator Management |
| Changing destination before cabin moves | Redirect requested          | Transfer               | Elevator Management |
| Changing destination before cabin moves | Cabin redirected            | Transfer               | Elevator Management |
| Changing destination before cabin moves | Update in motion            | Transfer               | Elevator Management |
| Changing destination before cabin moves | Cabin at destination        | Transfer               | Elevator Management |
| Changing destination before cabin moves | Reversal checked            | Transfer               | Elevator Management |
