
-- Action --
+---------+------------+---------------------+--------------------+
| ID      | Activity   | Domain              | Type               |
| F9   | A52        | Elevator Management | Direction  |
| F12  | A52        | Elevator Management | Boolean    |
| F13  | A52        | Elevator Management | Boolean    |
| F15  | A52        | Elevator Management | Direction  |
| F16  | A52        | Elevator Management | Direction  |
| F2   | A53        | Elevator Management | Shaft ID   |
| F4   | A53        | Elevator Management | Direction  |
| F7   | A53        | Elevator Management | Direction  |
| F4   | A55        | Elevator Management | Direction  |
+------+------------+---------------------+------------+

-- Scalar_Switch_Action --
+--------+------------+---------------------+----------------+
| ID     | Activity   | Domain              | Scalar_input   |
+========+============+=====================+================+
| ACTN17 | A2         | Elevator Management | F2             |
| ACTN21 | A25        | Elevator Management | F2             |
| ACTN17 | A26        | Elevator Management | F2             |
+--------+------------+---------------------+----------------+

-- Scalar_Value --
+--------+------------+---------------------+--------+
| Flow   | Activity   | Domain              | Name   |
+========+============+=====================+========+
| F2     | A40        | Elevator Management | TRUE   |
| F2     | A44        | Elevator Management | FALSE  |
+--------+------------+---------------------+--------+

-- Select_Action --
+--------+------------+---------------------+--------------+
| ID     | Activity   | Domain              | Input_flow   |
+========+============+=====================+==============+
| ACTN2  | A2         | Elevator Management | F3           |
| ACTN5  | A2         | Elevator Management | F6           |
| ACTN18 | A2         | Elevator Management | F22          |
| ACTN1  | A4         | Elevator Management | F2           |
| ACTN3  | A4         | Elevator Management | F2           |
| ACTN5  | A4         | Elevator Management | F7           |
| ACTN3  | A5         | Elevator Management | F2           |
| ACTN1  | A6         | Elevator Management | F4           |
| ACTN12 | A6         | Elevator Management | F18          |
| ACTN5  | A23        | Elevator Management | F5           |
| ACTN24 | A25        | Elevator Management | F24          |
| ACTN3  | A27        | Elevator Management | F3           |
| ACTN5  | A45        | Elevator Management | F4           |
| ACTN2  | A47        | Elevator Management | F3           |
| ACTN2  | A51        | Elevator Management | F3           |
| ACTN2  | A52        | Elevator Management | F2           |
| ACTN7  | A52        | Elevator Management | F7           |
| ACTN6  | A53        | Elevator Management | F5           |
| ACTN3  | A55        | Elevator Management | F2           |
+--------+------------+---------------------+--------------+

-- Selection_Sequencer --
+------+------------+----------+
| ID   | Activity   | Domain   |
+======+============+==========+
+------+------------+----------+

-- Selector --
+---------+------------+---------------------+---------+
| ID      | Activity   | Domain              |   Value |
+=========+============+=====================+=========+
| ACTN49  | A6         | Elevator Management |       2 |
| ACTN70  | A6         | Elevator Management |       2 |
| ACTN86  | A6         | Elevator Management |       2 |
| ACTN126 | A6         | Elevator Management |       2 |
+---------+------------+---------------------+---------+

-- Send_Signal_Action --
+--------+------------+---------------------+-----------------------------+------------------------+
| ID     | Activity   | Domain              | Event_spec                  | State_model            |
+========+============+=====================+=============================+========================+
| ACTN6  | A8         | Elevator Management | Time to close               | Door                   |
| ACTN2  | A9         | Elevator Management | Open delay canceled         | Door                   |
| ACTN3  | A10        | Elevator Management | Hold released               | Door                   |
| ACTN8  | A12        | Elevator Management | Lock                        | Door                   |
| ACTN10 | A12        | Elevator Management | Door closed                 | Transfer               |
| ACTN4  | A13        | Elevator Management | Doors secure                | Cabin                  |
| ACTN8  | A14        | Elevator Management | Cannot close door           | Door                   |
| ACTN12 | A14        | Elevator Management | Keep trying                 | Door                   |
| ACTN1  | A15        | Elevator Management | Take out of service         | Cabin                  |
| ACTN2  | A17        | Elevator Management | Middle floor                | Floor Service          |
| ACTN3  | A17        | Elevator Management | Top bottom floor            | Floor Service          |
| ACTN1  | A19        | Elevator Management | Serviced floor request      | Accessible Shaft Level |
| ACTN3  | A21        | Elevator Management | Execute                     | Transfer               |
| ACTN4  | A21        | Elevator Management | Transfer created            | R53                    |
| ACTN5  | A21        | Elevator Management | No destination              | R53                    |
| ACTN20 | A23        | Elevator Management | Dest change request         | Transfer               |
| ACTN23 | A23        | Elevator Management | Dest change evaluated       | R53                    |
| ACTN23 | A25        | Elevator Management | Floor calling               | Accessible Shaft Level |
| ACTN29 | A25        | Elevator Management | Cabin selected              | Bank Level             |
| ACTN5  | A27        | Elevator Management | Location updated            | Cabin                  |
| ACTN1  | A28        | Elevator Management | Cabin redirected            | Transfer               |
| ACTN3  | A28        | Elevator Management | Transfer notified           | Cabin                  |
| ACTN2  | A29        | Elevator Management | Change requested            | Cabin                  |
| ACTN1  | A30        | Elevator Management | Ready to go                 | Transfer               |
| ACTN5  | A31        | Elevator Management | Lock                        | Door                   |
| ACTN6  | A32        | Elevator Management | Already there               | Cabin                  |
| ACTN7  | A32        | Elevator Management | Prepare to move             | Cabin                  |
| ACTN1  | A33        | Elevator Management | Cabin at destination        | Transfer               |
| ACTN3  | A33        | Elevator Management | Unlock                      | Door                   |
| ACTN8  | A33        | Elevator Management | Take out of service         | Cabin                  |
| ACTN1  | A34        | Elevator Management | Cabin redirected            | Transfer               |
